url,module,id,project,stage,parts,dom_file
,,,,,,
https://www.contentstack.com/docs/developers/create-content-types/non-localizable,content-models,datenon-localizable,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/managing-non-localizable-fields,content-models,managing-non-localizable-fields,CMS,,,"Non localizable- <div class=""ToggleWrap flex-v-center""><div data-test-id=""cs-ct-field-singleline-non-localizable-disabled"" style=""display: inline-flex; flex-direction: row-reverse; gap: 0.625rem; align-items: center;""><div class=""Label--color--secondary""> Non-localizable </div><label class=""toggle-switch""><input type=""checkbox"" name=""1772170388051.2.nonLocalization"" aria-label=""1772170388051.2.nonLocalization""><span class=""toggle-slider toggle-slider-round""></span></label></div></div>"
https://www.contentstack.com/docs/developers/create-content-types/show-as-tab,content-models,show-as-tab,CMS,,,"Show as Tab- <div class=""ToggleWrap flex-v-center""><div data-test-id=""cs-ct-field-group-tab-enabled"" style=""display: inline-flex; flex-direction: row-reverse; gap: 0.625rem; align-items: center;""><div class=""Label--color--primary""> Show as Tab </div><label class=""toggle-switch""><input type=""checkbox"" name=""1772170384371.1.tab"" aria-label=""1772170384371.1.tab"" checked=""""><span class=""toggle-slider toggle-slider-round""></span></label></div><div><span class=""mb-0 ml-8"" data-test-id=""cs-help""><div class=""tippy-wrapper"" data-test-id=""cs-tooltip""><svg width=""32"" height=""32"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Help Icon--v2 Icon--small"" name=""Information"" data-test-id=""cs-icon""><path d=""M16 11a1 1 0 100 2 1 1 0 000-2zM16 21.75a.75.75 0 01-.75-.75v-6a.75.75 0 011.5 0v6a.75.75 0 01-.75.75z"" fill=""#475161""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M28 16c0 6.627-5.373 12-12 12S4 22.627 4 16 9.373 4 16 4s12 5.373 12 12zm-1.5 0c0 5.799-4.701 10.5-10.5 10.5S5.5 21.799 5.5 16 10.201 5.5 16 5.5 26.5 10.201 26.5 16z"" fill=""#475161""></path></svg></div></span></div></div>"
https://www.contentstack.com/docs/developers/create-content-types/number-of-characters,content-models,number-of-characters,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/allow-images-only,content-models,allow-images-only,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/allowed-file-types,content-models,allowed-file-types,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/file-size-limit,content-models,file-size-limit,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/set-date-range,content-models,set-date-range,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/mark-as-title,content-models,mark-as-title,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/selection-type,content-models,selection-type,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/limit-for-multiple-choices,content-models,limit-for-multiple-choices,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/display-type,content-models,display-type,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/choice-data-type,content-models,choice-data-type,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/add-choices,content-models,add-choices,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/image-dimension-validation,content-models,image-dimension-validation,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/config-parameter-for-custom-fields-only,content-models,config-parameter-for-custom-fields-only,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/referenced-content-type,content-models,referenced-content-type,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/select-extension-app-for-custom-field-only,content-models,select-extension-app-for-custom-field-only,CMS,,,"Custom- <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""Custom"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M7 5.25h5.07a4 4 0 017.86 0H25c.966 0 1.75.784 1.75 1.75v5.07a4 4 0 010 7.86V25A1.75 1.75 0 0125 26.75h-5.382a.917.917 0 01-.865-.614c-.912-2.604-4.595-2.604-5.506 0a.917.917 0 01-.865.614H7A1.75 1.75 0 015.25 25v-5.354c0-.41.262-.774.651-.904 2.636-.878 2.636-4.606 0-5.484a.952.952 0 01-.651-.904V7c0-.966.784-1.75 1.75-1.75zm0 1.5a.25.25 0 00-.25.25v4.977c3.504 1.5 3.504 6.545 0 8.046V25c0 .138.112.25.25.25h4.987c1.544-3.423 6.482-3.423 8.026 0H25a.25.25 0 00.25-.25V7a.25.25 0 00-.25-.25H7z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-custom"">Custom</p></div>

Select Extension/Apps.- <div tabindex=""0"" data-test-id=""cs-content-field-custom-basic-extension"" class=""Select__tag__placeholder flex-v-center flex-justify  Select__tag--v2 "" style=""max-width: 500px;""><div>Choose an Extension/App</div><a class=""Select__tag__action__items""><svg width=""32"" height=""32"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--medium"" name=""ArrowSquareOut"" data-test-id=""cs-icon""><g fill-rule=""evenodd"" clip-rule=""evenodd"" fill=""#475161""><path d=""M18.75 5a.75.75 0 01.75-.75H27a.75.75 0 01.75.75v7.5a.75.75 0 01-1.5 0V5.75H19.5a.75.75 0 01-.75-.75z""></path><path d=""M27.53 4.47a.75.75 0 010 1.06l-9 9a.75.75 0 11-1.06-1.06l9-9a.75.75 0 011.06 0z""></path><path d=""M6 9.75a.25.25 0 00-.25.25v16a.25.25 0 00.25.25h16a.25.25 0 00.25-.25v-8a.75.75 0 011.5 0v8A1.75 1.75 0 0122 27.75H6A1.75 1.75 0 014.25 26V10A1.75 1.75 0 016 8.25h8a.75.75 0 010 1.5H6z""></path></g></svg></a></div>

Color picker- <div role=""cell"" class=""Table__body__column""><div class=""marketplace__cf__title"" data-test-id=""cs-choose-extension-modal-title-color-picker""><div class=""marketplace__cf__title__icon""><img class=""marketplace__cf__title__img"" src=""https://eu-images.contentstack.com/v3/assets/blt8f94ebff857fe1ae/bltecb2d14343451f47/6242e94aaeff370de94d90c2/color-picker.svg"" alt=""marketplace__cf__title__img""></div><div>Color Picker</div></div></div>
Proceed- <button data-test-id=""cs-new-entry-single-proceed"" class=""Button Button--primary Button--size-large Button--v2"" aria-label=""Proceed"" type=""button""><div class=""flex-center""><div class=""flex-v-center Button__mt-regular Button__visible"">Proceed</div></div></button>
"
https://www.contentstack.com/docs/developers/create-content-types/select-taxonomy,content-models,select-taxonomy,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/maximum-number-of-terms,content-models,maximum-number-of-terms,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/about-urls,content-models,about-urls,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/understand-default-url-pattern,content-models,understand-default-url-pattern,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/use-default-url-pattern,content-models,use-default-url-pattern,CMS,,,"URL- <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""Link"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M20.767 11.22a.75.75 0 01.001 1.06l-8.475 8.487a.75.75 0 11-1.061-1.06l8.475-8.487a.75.75 0 011.06 0z"" fill=""#475161""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M10.168 13.345a.75.75 0 010 1.06L6.63 17.943a5.252 5.252 0 007.427 7.427l3.538-3.538a.75.75 0 111.06 1.06l-3.537 3.538a6.75 6.75 0 11-9.548-9.548l3.537-3.537a.75.75 0 011.06 0zM16.882 5.57a6.751 6.751 0 119.548 9.548l-3.537 3.537a.75.75 0 11-1.06-1.06l3.537-3.538a5.252 5.252 0 00-7.427-7.427l-3.538 3.538a.75.75 0 11-1.06-1.06l3.537-3.538z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-url"">URL</p></div>"
https://www.contentstack.com/docs/developers/create-content-types/about-field-visibility-rules,content-models,about-field-visibility-rules,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/add-a-field-visibility-rule,content-models,add-a-field-visibility-rule,CMS,,Part 1,"Create a Date feild first and then click field Visibility rules- <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""Date"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9.582 2.971a.75.75 0 01.75.75v1.483h9.662V3.72a.75.75 0 011.5 0v1.483h3.832c.966 0 1.75.783 1.75 1.75v7.93a.75.75 0 11-1.5 0V12.65H4.75v12.396c0 .138.112.25.25.25h9.046a.75.75 0 010 1.5H5a1.75 1.75 0 01-1.75-1.75V6.954c0-.967.784-1.75 1.75-1.75h3.832V3.72a.75.75 0 01.75-.75zm10.412 3.733v1.482a.75.75 0 001.5 0V6.704h3.832a.25.25 0 01.25.25v4.197H4.75V6.954a.25.25 0 01.25-.25h3.832v1.482a.75.75 0 101.5 0V6.704h9.662z"" fill=""#475161""></path><path d=""M9.581 16a1.116 1.116 0 11-2.232 0 1.116 1.116 0 012.232 0zM15.163 16a1.116 1.116 0 11-2.233 0 1.116 1.116 0 012.233 0zM9.581 21.581a1.116 1.116 0 11-2.232 0 1.116 1.116 0 012.232 0z"" fill=""#475161""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M22.419 17.866a4.831 4.831 0 100 9.663 4.831 4.831 0 000-9.663zm-6.332 4.832a6.331 6.331 0 1112.663 0 6.331 6.331 0 01-12.663 0z"" fill=""#475161""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M22.174 19.994a.75.75 0 01.75.75v2.317l.968.46a.75.75 0 01-.644 1.354l-1.396-.663a.75.75 0 01-.428-.677v-2.79a.75.75 0 01.75-.75z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-date"">Date</p></div>
field Visibility Rules- <button data-test-id=""cs-open-fvr-button"" class=""Button flex-v-center Button--tertiary Button--size-small Button--v2"" aria-label=""aria-button"" type=""button""><div class=""flex-center""><div class=""flex-v-center  Button__visible""><div class=""flex-v-center""><div data-test-id=""cs-fvr-count-title"" class=""fieldVisibilityTitle"">Field Visibility Rules</div><div data-test-id=""cs-fvr-count-badge"" class=""fvr-badge ml-8"">0</div></div></div></div></button>

Create New Rule- <button data-test-id=""cs-fvr-empty-state-create-new-rule-cta"" class=""Button Button--primary Button--size-large Button--v2"" aria-label=""aria-button"" type=""button""><div class=""flex-center""><div class=""flex-v-center Button__mt-regular Button__visible"">Create New Rule</div></div></button>"
https://www.contentstack.com/docs/developers/create-content-types/add-a-field-visibility-rule,content-models,add-a-field-visibility-rule,CMS,,Part 2,"Apply Field Visibility Rules to Group Fields
Create group field as mentioned in teh section- <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""Group"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.75 5a1.25 1.25 0 112.5 0 1.25 1.25 0 01-2.5 0zM5 2.25c1.259 0 2.32.846 2.646 2h16.707a2.751 2.751 0 113.397 3.396v16.707a2.751 2.751 0 11-3.396 3.397H7.646a2.751 2.751 0 11-3.396-3.396V7.646A2.751 2.751 0 015 2.25zm22 4a1.25 1.25 0 100-2.5 1.25 1.25 0 000 2.5zm-2.646-.5c.259.916.98 1.637 1.896 1.896v16.707a2.756 2.756 0 00-1.896 1.897H7.646a2.756 2.756 0 00-1.896-1.896V7.646A2.756 2.756 0 007.646 5.75h16.707zM25.75 27a1.25 1.25 0 112.5 0 1.25 1.25 0 01-2.5 0zm-19.5 0a1.25 1.25 0 10-2.5 0 1.25 1.25 0 002.5 0zM13 10.25c0-.966.784-1.75 1.75-1.75h6c.966 0 1.75.784 1.75 1.75v8A1.75 1.75 0 0120.75 20H19.5v1.25A1.75 1.75 0 0117.75 23h-6A1.75 1.75 0 0110 21.25v-9c0-.966.784-1.75 1.75-1.75H13v-.25zM13 12h-1.25a.25.25 0 00-.25.25v9c0 .138.112.25.25.25h6a.25.25 0 00.25-.25V20h-3.25A1.75 1.75 0 0113 18.25V12zm1.75-2a.25.25 0 00-.25.25v8c0 .138.112.25.25.25h6a.25.25 0 00.25-.25v-8a.25.25 0 00-.25-.25h-6z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-group"">Group</p></div>
Select - <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""Select"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M4 11.75a.25.25 0 00-.25.25v2a.75.75 0 01-1.5 0v-2c0-.966.784-1.75 1.75-1.75h2a.75.75 0 010 1.5H4zM9.25 11a.75.75 0 01.75-.75h4a.75.75 0 010 1.5h-4a.75.75 0 01-.75-.75zm8 0a.75.75 0 01.75-.75h4a.75.75 0 010 1.5h-4a.75.75 0 01-.75-.75zm8 0a.75.75 0 01.75-.75h2c.966 0 1.75.784 1.75 1.75v2.25a.75.75 0 01-1.5 0V12a.25.25 0 00-.25-.25h-2a.75.75 0 01-.75-.75zM3 17.25a.75.75 0 01.75.75v2c0 .138.112.25.25.25h1.5a.75.75 0 010 1.5H4A1.75 1.75 0 012.25 20v-2a.75.75 0 01.75-.75zM29 18a.75.75 0 01.75.75V21a.75.75 0 01-1.5 0v-2.25A.75.75 0 0129 18zM7.75 21a.75.75 0 01.75-.75h3a.75.75 0 010 1.5h-3a.75.75 0 01-.75-.75zm6 0a.75.75 0 01.75-.75H16a.75.75 0 010 1.5h-1.5a.75.75 0 01-.75-.75zM17.928 17.828c-.114-1.078 1.102-1.78 1.978-1.143l8.48 6.17c.935.68.523 2.157-.63 2.255l-4.102.351-2.355 3.378c-.662.949-2.147.567-2.268-.584l-1.103-10.427zm1.55.401l.974 9.202 2.038-2.924a1.25 1.25 0 01.92-.53l3.55-.304-7.482-5.444z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-select"">Select</p></div>
text field- <div tabindex=""0"" class=""FieldTypeSelector__field-tile ""><svg width=""48"" height=""48"" viewBox=""0 0 32 32"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""Icon--v2 Icon--original"" name=""SingleLineText"" data-test-id=""cs-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M7.933 10.44a.75.75 0 00-1.392.066l-2.287 6.636-1.21 3.354a.75.75 0 101.412.508l.813-2.254h4.783l1.012 2.302a.75.75 0 101.373-.604L10.96 17.09l-.004-.01-3.024-6.64zm1.453 6.81l-2.04-4.478-1.543 4.478h3.583zM15.5 10.75a.75.75 0 00-1.5 0v10a.75.75 0 001.5 0 3.75 3.75 0 100-6v-4zm0 6.999v.002a2.25 2.25 0 100-.002zM26.593 14.003a3.75 3.75 0 011.839.395.75.75 0 11-.673 1.341 2.25 2.25 0 10-.032 4.038.75.75 0 11.651 1.35 3.75 3.75 0 11-1.785-7.124z"" fill=""#475161""></path></svg><p class=""FieldTypeSelector__field-tile__title p2 regular"" data-test-id=""cs-ct-select-field-single_line"">Single Line Textbox</p></div>"
https://www.contentstack.com/docs/developers/create-content-types/add-a-field-visibility-rule,content-models,add-a-field-visibility-rule,CMS,,Part 3,"Apply Field Visibility Rules to Modular Block Fields
Product Details modular block"
https://www.contentstack.com/docs/developers/create-content-types/operand-fields-and-supported-operators,content-models,operand-fields-and-supported-operators,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/scenarios-invalidating-the-field-visibility-rules,content-models,scenarios-invalidating-the-field-visibility-rules,CMS,,,
https://www.contentstack.com/docs/developers/create-content-types/limitations-of-field-visibility-rules,content-models,imitations-of-field-visibility-rules,CMS,,,
